Message,Event ID,Version,Qualifiers,Level,Task,Opcode,Keywords,RecordId,ProviderName,ProviderId,LogName,ProcessId,ThreadId,MachineName,UserId,TimeCreated,ActivityId,RelatedActivityId,ContainerLog,MatchedQueryIds,Bookmark,LevelDisplayName,OpcodeDisplayName,TaskDisplayName,KeywordsDisplayNames,Properties
The access history in hive \??\C:\Users\edral\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,16,0,,4,0,0,-9223372036854775808,3687,Microsoft-Windows-Kernel-General,a68ca8b7-004f-d7b6-a698-07e2de0f1f5d,System,22316,12400,Edralyn,S-1-5-18,09/05/2024 9:14:25 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.411.48.0) - Current Channel (Broad),19,1,,4,1,13,-9223372036854775784,3686,Microsoft-Windows-WindowsUpdateClient,945a8954-c147-4acd-923f-40c45405a658,System,18080,508,Edralyn,S-1-5-18,09/05/2024 8:58:38 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Installation,Windows Update Agent,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"A service was installed in the system.

Service Name:  MpKsl71adb0aa
Service File Name:  C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{CD72BC93-3B84-4DAA-809A-1D7E8605C3B0}\MpKslDrv.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  ",7045,0,16384.0,4,0,0,-9187343239835811840,3685,Service Control Manager,555908d1-a6d7-4695-8e1e-26931d2012f4,System,940,13964,Edralyn,S-1-5-18,09/05/2024 8:58:38 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"A service was installed in the system.

Service Name:  Microsoft Defender Core Service
Service File Name:  ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24030.9-0\MpDefenderCoreService.exe""
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem",7045,0,16384.0,4,0,0,-9187343239835811840,3684,Service Control Manager,555908d1-a6d7-4695-8e1e-26931d2012f4,System,940,13964,Edralyn,S-1-5-18,09/05/2024 8:58:38 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.411.48.0) - Current Channel (Broad),43,1,,4,1,13,-9223372036854767608,3683,Microsoft-Windows-WindowsUpdateClient,945a8954-c147-4acd-923f-40c45405a658,System,18080,508,Edralyn,S-1-5-18,09/05/2024 8:58:31 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Installation,Windows Update Agent,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Windows Update started downloading an update.,44,1,,4,1,12,-9223372036854767612,3682,Microsoft-Windows-WindowsUpdateClient,945a8954-c147-4acd-923f-40c45405a658,System,18080,508,Edralyn,S-1-5-18,09/05/2024 8:58:31 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Download,Windows Update Agent,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"A service was installed in the system.

Service Name:  MpKsl8f054a0d
Service File Name:  C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{46D8A049-29F1-4271-AEFC-A5A77568DD6A}\MpKslDrv.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  ",7045,0,16384.0,4,0,0,-9187343239835811840,3681,Service Control Manager,555908d1-a6d7-4695-8e1e-26931d2012f4,System,940,10524,Edralyn,S-1-5-18,09/05/2024 8:39:09 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.411.38.0) - Current Channel (Broad),19,1,,4,1,13,-9223372036854775784,3680,Microsoft-Windows-WindowsUpdateClient,945a8954-c147-4acd-923f-40c45405a658,System,18080,14512,Edralyn,S-1-5-18,09/05/2024 8:39:09 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Installation,Windows Update Agent,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.411.38.0) - Current Channel (Broad),43,1,,4,1,13,-9223372036854767608,3679,Microsoft-Windows-WindowsUpdateClient,945a8954-c147-4acd-923f-40c45405a658,System,18080,14512,Edralyn,S-1-5-18,09/05/2024 8:39:02 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Installation,Windows Update Agent,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user EDRALYN\edral SID (S-1-5-21-688507615-3210055513-2071813221-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.",10016,0,0.0,3,0,0,-9187343239835811840,3678,Microsoft-Windows-DistributedCOM,1b562e86-b7aa-4131-badc-b6f3a001407e,System,1396,1976,Edralyn,S-1-5-21-688507615-3210055513-2071813221-1001,09/05/2024 8:36:52 pm,61a8eb6f-fe35-42bf-9974-da644f100178,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Warning,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"The system has returned from a low power state.

Sleep Time: ?2024?-?05?-?09T08:00:10.346227300Z
Wake Time: ?2024?-?05?-?09T12:36:32.323678200Z

Wake Source: Unknown",1,3,,4,0,0,-9223372036854775808,3677,Microsoft-Windows-Power-Troubleshooter,cdc05e28-c449-49c6-b9d2-88cf761644df,System,3452,19876,Edralyn,S-1-5-19,09/05/2024 8:36:34 pm,5f80598b-6f78-421c-bfb4-68d5f91c758e,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.",10016,0,0.0,3,0,0,-9187343239835811840,3676,Microsoft-Windows-DistributedCOM,1b562e86-b7aa-4131-badc-b6f3a001407e,System,1396,10404,Edralyn,S-1-5-19,09/05/2024 8:36:32 pm,98621bc2-4f38-44df-84b4-46b6658eaf3d,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Warning,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.",10016,0,0.0,3,0,0,-9187343239835811840,3675,Microsoft-Windows-DistributedCOM,1b562e86-b7aa-4131-badc-b6f3a001407e,System,1396,7412,Edralyn,S-1-5-19,09/05/2024 8:36:32 pm,caa292b2-37c9-4f71-a254-7ccb2bf564f5,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Warning,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
User Logon Notification for Customer Experience Improvement Program,7001,0,,4,1101,0,2305878193585782784,3674,Microsoft-Windows-Winlogon,dbe9b383-7cf3-4331-91cc-a3cb16a3b538,System,1532,12324,Edralyn,S-1-5-18,09/05/2024 8:36:32 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
The boot type was 0x1.,27,1,,4,33,0,-9223372036854775808,3673,Microsoft-Windows-Kernel-Boot,15ca44ff-4d7a-4baa-bba5-0998955e531e,System,4,21104,Edralyn,,09/05/2024 8:36:32 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
The boot menu policy was 0x1.,25,0,,4,32,0,-9223372036854775808,3672,Microsoft-Windows-Kernel-Boot,15ca44ff-4d7a-4baa-bba5-0998955e531e,System,4,21104,Edralyn,,09/05/2024 8:36:32 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
The bootmgr spent 0 ms waiting for user input.,32,0,,4,58,0,-9223372036854775808,3671,Microsoft-Windows-Kernel-Boot,15ca44ff-4d7a-4baa-bba5-0998955e531e,System,4,21104,Edralyn,,09/05/2024 8:36:32 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
There are 0x1 boot options on this system.,18,0,,4,57,0,-9223372036854775808,3670,Microsoft-Windows-Kernel-Boot,15ca44ff-4d7a-4baa-bba5-0998955e531e,System,4,21104,Edralyn,,09/05/2024 8:36:32 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
The firmware reported boot metrics.,30,0,,4,21,0,-9223372036854775808,3669,Microsoft-Windows-Kernel-Boot,15ca44ff-4d7a-4baa-bba5-0998955e531e,System,4,21104,Edralyn,,09/05/2024 8:36:32 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS.",28,0,,4,6,20,-9223372036854775808,3668,Intel-SST-OED,6f789161-d86f-4063-9e66-41f26b5da238,System,4,16532,Edralyn,,09/05/2024 8:36:32 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Opcode for FW and Driver errors.,This task logs error codes to system event log.,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS.",28,0,,4,6,20,-9223372036854775808,3667,Intel-SST-OED,6f789161-d86f-4063-9e66-41f26b5da238,System,4,16532,Edralyn,,09/05/2024 8:36:31 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Opcode for FW and Driver errors.,This task logs error codes to system event log.,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Miniport Microsoft Wi-Fi Direct Virtual Adapter #2, {3f42b6f4-b29f-40e8-9da7-c152cf35bf6a}, had event Fatal error: The miniport has failed a power transition to operational power",10317,0,,2,2,0,2305843009213710358,3666,Microsoft-Windows-NDIS,cdead503-17f5-4a3e-b7ae-df8cc2902eb9,System,4,11064,Edralyn,,09/05/2024 8:36:31 pm,3f42b6f4-b29f-40e8-9da7-c152cf35bf6a,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Error,Info,PnP,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Loaded DSP FW library: Libs\dsp_lib_intel_wov_adl_release.bin, status = STATUS_SUCCESS.",28,0,,4,6,20,-9223372036854775808,3665,Intel-SST-OED,6f789161-d86f-4063-9e66-41f26b5da238,System,4,16532,Edralyn,,09/05/2024 8:36:31 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Opcode for FW and Driver errors.,This task logs error codes to system event log.,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Power source change.,105,1,,4,100,0,-9223372036854774780,3664,Microsoft-Windows-Kernel-Power,331c3b3a-2005-44c2-ac5e-77220c37d6b4,System,4,15328,Edralyn,,09/05/2024 8:36:31 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"The system time has changed to ?2024?-?05?-?09T12:36:31.500000000Z from ?2024?-?05?-?09T08:00:12.871822500Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).",1,2,,4,5,0,-9223372036854775792,3663,Microsoft-Windows-Kernel-General,a68ca8b7-004f-d7b6-a698-07e2de0f1f5d,System,4,21104,Edralyn,,09/05/2024 8:36:31 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
The system has resumed from sleep.,107,1,,4,102,0,-9223372036854774716,3662,Microsoft-Windows-Kernel-Power,331c3b3a-2005-44c2-ac5e-77220c37d6b4,System,4,21104,Edralyn,,09/05/2024 4:00:12 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"The system is entering sleep.

Sleep Reason: Application API",42,3,,4,64,0,-9223372036854774780,3661,Microsoft-Windows-Kernel-Power,331c3b3a-2005-44c2-ac5e-77220c37d6b4,System,4,21104,Edralyn,,09/05/2024 4:00:10 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
User-mode process attempted to change the system state by calling SetSuspendState or SetSystemPowerState APIs.,187,0,,4,243,0,-9223301668110597116,3660,Microsoft-Windows-Kernel-Power,331c3b3a-2005-44c2-ac5e-77220c37d6b4,System,1532,12324,Edralyn,S-1-5-18,09/05/2024 4:00:10 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Touch/Touchpad Hardware Quality Assurance verification succeeded.,267,0,16384.0,4,0,0,36028797018963968,3659,Win32k,,System,4,5904,Edralyn,,09/05/2024 4:00:10 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
User Logoff Notification for Customer Experience Improvement Program,7002,0,,4,1102,0,2305878193585782784,3658,Microsoft-Windows-Winlogon,dbe9b383-7cf3-4331-91cc-a3cb16a3b538,System,6848,18328,Edralyn,S-1-5-18,09/05/2024 4:00:09 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Name resolution for the name ntp.msn.com timed out after none of the configured DNS servers responded.,1014,0,,3,1014,0,4611686018695823360,3657,Microsoft-Windows-DNS-Client,1c95126e-7eea-49a9-a3fe-a378b03ddb4d,System,2172,9876,Edralyn,S-1-5-20,09/05/2024 3:59:31 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Warning,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Name resolution for the name edge.microsoft.com timed out after none of the configured DNS servers responded.,1014,0,,3,1014,0,4611686018695823360,3656,Microsoft-Windows-DNS-Client,1c95126e-7eea-49a9-a3fe-a378b03ddb4d,System,2172,13384,Edralyn,S-1-5-20,09/05/2024 3:59:30 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Warning,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
The speed of processor 11 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 528683 seconds since the last report.,37,0,,3,7,0,-9223372036854775808,3655,Microsoft-Windows-Kernel-Processor-Power,0f67e49f-fe51-4e9f-b490-6f2948cc6027,System,4,17616,Edralyn,S-1-5-18,09/05/2024 3:58:15 pm,,,System,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Warning,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
